tecnica;mean_absolute_error;mean_squared_error;mean_squared_log_error;median_absolute_error;identificador_aleatorio
HuberRegressor;0.4891640866873065;0.5835913312693498;0.012532259016543113;0.0;7736690
HuberRegressor;0.5030959752321982;0.6006191950464397;0.012948336530413182;0.0;7747748
ExtraTreeRegressor;0.5766253869969039;0.8459752321981424;0.01863496655794081;0.0;7753334
HuberRegressor;0.5007739938080495;0.5921052631578947;0.012718467508770698;0.0;786257
PassiveAggressiveRegressor;5.25;28.31501547987617;2.5059688489709235;5.0;7865355
BaggingRegressor;0.3761609907120743;0.4473684210526316;0.009752421734642951;0.0;7959208
RadiusNeighborsRegressor;3.941950464396285;23.424922600619198;2.4702479955325116;5.0;7982028
MLPRegressor;0.5340557275541795;0.651702786377709;0.01420134365639042;0.0;8006044
AdaBoostRegressor;0.5278637770897833;0.6238390092879257;0.013500545585740835;0.0;8014939
RandomForestRegressor;0.3955108359133127;0.4806501547987616;0.010600667556773791;0.0;8015939
LinearRegression;0.5247678018575851;0.631578947368421;0.013753392907554332;0.0;8039479
ExtraTreeRegressor;0.5247678018575851;0.7213622291021672;0.015937542778758394;0.0;8158244
AdaBoostRegressor;0.5007739938080495;0.5998452012383901;0.01292325293814988;0.0;818920
BaggingRegressor;0.5162538699690402;0.7407120743034056;0.01651744951193646;0.0;819545
PassiveAggressiveRegressor;0.7654798761609907;1.09984520123839;0.02357723480513795;1.0;8197627
GradientBoostingRegressor;0.4992260061919505;0.6044891640866873;0.013070686290786943;0.0;8216121
PassiveAggressiveRegressor;0.8173374613003096;1.2972136222910218;0.026004656294287533;1.0;8290607
RandomForestRegressor;0.3815789473684211;0.4543343653250774;0.009943723920783349;0.0;8384563
SGDRegressor;0.5309597523219814;0.6331269349845201;0.01376222069412108;0.0;8557471
PassiveAggressiveRegressor;0.6509287925696594;0.8459752321981424;0.018416952590186303;1.0;8569594
GradientBoostingRegressor;0.5054179566563467;0.6060371517027864;0.0132000215106961;0.0;8703169
HuberRegressor;0.565015479876161;0.6811145510835913;0.014693764836456385;1.0;8745200
KNeighborsRegressor;0.3614551083591331;0.4465944272445821;0.009830240934737531;0.0;8767082
GradientBoostingRegressor;0.5580495356037152;0.6664086687306502;0.014568036436868522;1.0;8783906
AdaBoostRegressor;0.5735294117647058;0.6787925696594427;0.014842189115942225;1.0;8808236
TheilSenRegressor;0.6099071207430341;1.284829721362229;0.08872395154625215;0.0;8841314
GradientBoostingRegressor;0.4713622291021672;0.5487616099071208;0.011926580544546265;0.0;8845060
ExtraTreesRegressor;0.3900928792569661;0.4814241486068112;0.010594665154928065;0.0;8846729
GradientBoostingRegressor;0.5147058823529411;0.6106811145510835;0.013072859393698249;0.0;8850385
TheilSenRegressor;0.5464396284829721;0.7182662538699691;0.015258486643556366;0.0;8858331
HuberRegressor;0.4984520123839009;0.6052631578947368;0.013064598524688987;0.0;8876997
RadiusNeighborsRegressor;4.371517027863777;26.051083591331267;2.7441369665607924;5.0;8896516
RadiusNeighborsRegressor;0.6191950464396285;0.7492260061919505;0.016560077769856178;1.0;8967307
AdaBoostRegressor;0.5441176470588235;0.6400928792569659;0.013926948006862037;0.0;8981021
RadiusNeighborsRegressor;0.4953560371517028;0.6470588235294118;0.018523903328512482;0.0;8991143
MLPRegressor;0.6215170278637769;0.7515479876160991;0.01661525369576455;1.0;902012
LinearRegression;0.6068111455108359;0.7492260061919505;0.016398676642964443;1.0;9066175
AdaBoostRegressor;0.510061919504644;0.6122291021671826;0.013161015267226088;0.0;9153016
TheilSenRegressor;0.6431888544891641;1.0472136222910218;0.019716141495714955;1.0;9159624
RadiusNeighborsRegressor;0.5464396284829721;0.7430340557275542;0.025738305403199532;0.0;9169901
SGDRegressor;5.855263157894738;35.02399380804953;3.6857305248119134;6.0;9177622
AdaBoostRegressor;0.5781733746130031;0.6818885448916409;0.014770041908202209;1.0;9206203
ExtraTreeRegressor;0.5479876160990712;0.7770897832817337;0.017119228263266437;0.0;9231667
KNeighborsRegressor;0.489938080495356;0.5859133126934984;0.012902733963232892;0.0;9256571
PassiveAggressiveRegressor;1.020123839009288;1.7925696594427245;0.03516338553186548;1.0;9281015
LinearRegression;0.531733746130031;0.6555727554179567;0.014263124448912859;0.0;9288651
AdaBoostRegressor;0.5208978328173375;0.6308049535603715;0.013633740075523676;0.0;9317163
ExtraTreesRegressor;0.35835913312693496;0.4187306501547988;0.00923682989923718;0.0;9341466
LinearRegression;0.5154798761609907;0.6191950464396285;0.01335131054313332;0.0;9358258
HuberRegressor;0.5046439628482973;0.6253869969040248;0.01353369801424648;0.0;9391188
PassiveAggressiveRegressor;0.9218266253869968;1.5410216718266254;0.03334344088974711;1.0;951978
RandomForestRegressor;0.40170278637770895;0.4852941176470588;0.010688445724750063;0.0;9555139
ExtraTreeRegressor;0.5595975232198143;0.8010835913312694;0.018451647359112738;0.0;9570147
GradientBoostingRegressor;0.4512383900928793;0.5208978328173375;0.011360749741660858;0.0;9576629
GradientBoostingRegressor;0.6068111455108359;0.7368421052631579;0.01612755375788542;1.0;9576808
GradientBoostingRegressor;0.4458204334365325;0.5185758513931888;0.011283942792875245;0.0;9632861
PassiveAggressiveRegressor;0.5712074303405573;0.7105263157894737;0.015327572141277187;1.0;9715141
BaggingRegressor;0.3885448916408669;0.4643962848297213;0.010100593309408164;0.0;9808640
KNeighborsRegressor;0.5139318885448917;0.6780185758513931;0.014825794554954424;0.0;9815608
AdaBoostRegressor;0.5758513931888545;0.6826625386996904;0.015034703332113531;1.0;9848228
PassiveAggressiveRegressor;0.8738390092879257;1.4109907120743037;0.031928957538226665;1.0;9852148
PassiveAggressiveRegressor;0.5897832817337462;0.7352941176470589;0.016064047810289462;1.0;9868272
ExtraTreeRegressor;0.5743034055727554;0.8498452012383901;0.01869021695399984;0.0;987849
ExtraTreesRegressor;0.34365325077399383;0.4102167182662539;0.0091339749497657;0.0;9887515
KNeighborsRegressor;0.37770897832817335;0.4613003095975232;0.010167963832670943;0.0;990948
ExtraTreeRegressor;0.5325077399380805;0.7616099071207431;0.01709671397423887;0.0;9921096
LinearRegression;0.6130030959752322;0.7569659442724458;0.01657308497683239;1.0;9924788
ExtraTreeRegressor;0.5448916408668729;0.7724458204334366;0.017041413297736754;0.0;9966434
ExtraTreesRegressor;0.3575851393188855;0.4179566563467492;0.009231339321982493;0.0;9970987
RandomForestRegressor;0.4125386996904025;0.489938080495356;0.010794628943828505;0.0;9985905
BaggingRegressor;0.3746130030959752;0.4504643962848297;0.009958896339847291;0.0;9989972
